6,134,187,0,0,1.8889,1.5154,2.1111,1.7847,59.3704,52.6667,74.1111,51.3333,-20.1111,44.2222,-24.1111,74.1111,0.3075,-2.0335
7,210,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,66,160,0,0,3,4.0444,2.7778,0.4296,22.8519,18.2222,31.5556,18.7778,-13.8889,26.1111,-12.2222,31.5556,0.426,-2.1387
2,34,137,0,0,0.5,0.1667,1.1111,0.4741,5.8519,7.7778,6.4444,3.3333,5.7778,1.7778,-7.5556,7.7778,0.5736,-0.7443
3,103,216,0,0,0.8889,0.6519,2.1667,1.1444,14.5556,10.8889,13.6667,19.1111,-11,-2.6667,13.6667,19.1111,0.4317,2.4475
4,18,87,0,0,1.5556,1.9626,1.8889,1.747,2.9259,1.2222,5.6667,1.8889,-5.1111,8.2222,-3.1111,5.6667,0.8628,-2.2295
5,165,99,0,0,0.8889,0.4741,0.7778,0.4741,93.4074,79,118,83.2222,-43.2222,73.7778,-30.5556,118,0.3304,-2.2078
6,252,201,0,0,4.6111,5.4951,5.5556,5.7953,40.2963,35.7778,49,36.1111,-13.5556,26.1111,-12.5556,49,0.2754,-2.1758
7,57,89,0,0,1.7222,1.3067,6.1667,4.7034,17,13,24.5556,13.4444,-12,22.6667,-10.6667,24.5556,0.4775,-2.1297
1,190,105,0,0,1.8889,2.2963,2.1667,1.6778,45.7407,41.2222,56.3333,39.6667,-13.5556,31.7778,-18.2222,56.3333,0.296,-1.9961
2,39,111,0,0,0.7222,0.3741,0.8889,0.4296,6.037,7,7.6667,3.4444,2.8889,4.8889,-7.7778,7.8889,0.5629,-1.1758
3,89,221,0,0,1.3889,1.4852,1.4444,1.5852,14.0741,10.6667,12.4444,19.1111,-10.2222,-4.8889,15.1111,19.1111,0.446,2.3172
4,52,102,0,0,0.7222,0.5074,0.8333,0.5667,2.8889,0.6667,6.3333,1.6667,-6.6667,10.3333,-3.6667,6.3333,0.8997,-2.2617
5,228,20,0,0,1.0556,0.4907,0.8333,0.7528,125,114,140.5556,120.4444,-33,46.6667,-13.6667,140.5556,0.1889,-2.348
6,219,176,0,0.1111,2.1111,1.8579,5.1111,2.8415,60.2963,53.3333,75.6667,51.8889,-20.8889,46.1111,-25.2222,75.6667,0.3145,-2.0306
7,243,94,0,0,0.6667,0.3111,0.2222,0.0296,1.1852,0.2222,3.2222,0.1111,-2.8889,6.1111,-3.2222,3.2222,0.9778,-2.0712
1,37,78,0,0,1,0.1778,2.5556,2.8741,43.8148,41.1111,51.8889,38.4444,-8.1111,24.2222,-16.1111,51.8889,0.2589,-1.8861
2,16,128,0,0,0.5,0.0778,0.6667,0.3111,5.5556,6.8889,6.6667,3.1111,4,3.3333,-7.3333,7.1111,0.5615,-0.9858
3,8,199,0,0,1.6667,0.7888,1.3889,0.7123,15,13.3333,11.7778,19.8889,-5,-9.6667,14.6667,19.8889,0.4089,1.9053
4,54,91,0,0,1.4444,1.5407,0.8333,0.2556,3.2593,0.5556,8,1.2222,-8.1111,14.2222,-6.1111,8,0.9448,-2.1867
5,124,29,0,0,1,0.7111,1.0556,0.9074,128.4444,119.2222,142.8889,123.2222,-27.6667,43.3333,-15.6667,142.8889,0.1656,-2.2711
6,205,190,0,0,1.2778,0.9981,1.6111,1.1238,49.4815,44.7778,60.6667,43,-14.1111,33.5556,-19.4444,60.6667,0.2908,-1.9876
7,229,104,0,0,0.5,0.5477,2.8333,2.0412,19.7778,16.3333,26.1111,16.8889,-10.3333,19,-8.6667,26.1111,0.3755,-2.1506
1,198,127,0,0,2.4444,4.3852,8.5556,59.5408,40.7407,38,48.2222,36,-8.2222,22.4444,-14.2222,48.2222,0.249,-1.9083
2,26,67,0.1111,0,1,0.8889,2.4444,3.1852,20,19.5556,25.8889,14.5556,-1.3333,17.6667,-16.3333,25.8889,0.4369,-1.6232
3,200,250,0,0,2.2778,1.4207,1.4444,1.0256,9.2222,6.5556,7.3333,13.7778,-8,-5.6667,13.6667,13.7778,0.5634,2.1929
4,80,87,0,0.1111,24.3889,572.9964,44.7222,1386.3292,67.4444,58.7778,79,64.5556,-26,34.6667,-8.6667,79,0.3063,-2.4221
5,156,32,0,0,0.7778,0.163,2.6111,1.0407,136.2963,129.7778,146.3333,132.7778,-19.5556,30.1111,-10.5556,146.3333,0.1131,-2.2808
6,202,193,0,0,1.1111,0.7503,3.3889,2.4892,41.7037,37.8889,50.6667,36.5556,-11.4444,26.8889,-15.4444,50.6667,0.2784,-1.993
7,226,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,191,101,0,0,1.1111,0.7794,1.1111,1.1863,45.037,39,57.1111,39,-18.1111,36.2222,-18.1111,57.1111,0.3227,-2.0943
2,14,110,0,0,1.7222,5.3519,2.6667,1.0222,17.9259,18.8889,21.4444,13.4444,2.8889,10.5556,-13.4444,21.4444,0.3688,-1.3451
3,163,166,0,0,1.7778,1.0963,2.4444,1.0519,16.963,12.3333,16.3333,22.2222,-13.8889,-1.8889,15.7778,22.2222,0.4462,2.5158
4,140,124,0,0,1,0.4444,1.1111,1.0519,2.5185,0.2222,6.1111,1.2222,-6.8889,10.7778,-3.8889,6.1111,0.9738,-2.2675
5,21,90,0,0,0.6667,0.0444,0.7778,0.563,113.4815,105.8889,128.5556,106,-22.7778,45.2222,-22.4444,128.5556,0.1797,-2.0978
6,223,161,0,0,1.3889,3.0407,9,31.0222,42.037,36,52.2222,37.8889,-18.1111,30.5556,-12.4444,52.2222,0.3084,-2.2823
7,196,95,0,0,1.7222,1.1238,1.3333,1.2649,7.6296,6.7778,10.7778,5.3333,-2.5556,9.4444,-6.8889,10.7778,0.5126,-1.7493
1,243,120,0,0,4.4444,4.3597,1.5556,1.8338,47.8519,44.7778,56.3333,42.4444,-9.2222,25.4444,-16.2222,56.3333,0.2453,-1.9107
2,11,108,0,0,1.3333,0.8,1.3889,0.9519,17.6667,19,21.1111,12.8889,4,10.3333,-14.3333,21.1111,0.3888,-1.3021
3,186,173,0,0,1.4444,0.8296,2.1111,1.9852,17.1481,13.5556,15.5556,22.3333,-10.7778,-4.7778,15.5556,22.3333,0.3964,2.3327
4,69,139,0,0,2.8333,1.7733,2.1111,1.6689,18.0741,16,22.5556,15.6667,-6.2222,13.4444,-7.2222,23.8889,0.3866,-1.7028
5,8,39,0.1111,0,1.3889,1.1296,1.8333,0.7,113.3704,102.5556,132,105.5556,-32.4444,55.8889,-23.4444,132,0.223,-2.1982
6,87,196,0.1111,0,1.3333,0.8692,2.2222,1.6689,61.5926,55,75.6667,54.1111,-19.7778,42.2222,-22.4444,75.6667,0.2875,-2.0487
7,43,152,0,0,1.9444,1.7074,1.2222,0.8296,1.5185,1,2.8889,0.6667,-1.5556,4.1111,-2.5556,2.8889,0.6487,-1.9332
1,230,117,0,0,3.2778,0.929,1.4444,0.8607,39.037,33.5556,49.7778,33.7778,-16.4444,32.2222,-15.7778,49.7778,0.335,-2.1062
2,85,101,0,0,1.3333,1.2889,1.2778,1.2185,21.2963,21.2222,26.7778,15.8889,-0.2222,16.4444,-16.2222,26.7778,0.4048,-1.5586
3,2,245,0,0,1.8889,2.163,3.1667,3.2778,6.4074,6.2222,6,7,-0.5556,-1.2222,1.7778,7.2222,0.191,1.7566
4,9,80,0,0,2.9444,13.7519,16.6667,71.5111,23.6296,17.3333,31.6667,21.8889,-18.8889,24.1111,-5.2222,31.6667,0.5143,-2.4315
5,122,11,0,0,1,0.3111,2.8889,5.0519,143.4444,136.8889,150.8889,142.5556,-19.6667,22.3333,-2.6667,150.8889,0.0928,-2.5216
6,105,193,0,0,3.2222,1.9052,2.8889,2.1773,60.1111,53.1111,75.1111,52.1111,-21,45,-24,75.1111,0.3085,-2.0478
7,54,133,0,0,1.5556,1.0074,0.5,0.3444,5.3704,3.6667,9,3.4444,-5.1111,10.8889,-5.7778,9,0.6305,-2.048
1,151,89,0,0,8.3889,4.5773,0.7222,0.3897,31.7037,27.3333,41,26.7778,-13.1111,27.8889,-14.7778,41,0.3513,-2.0465
2,18,145,0,0,0.3889,0.0185,0.6111,0.3741,3.9259,5.5556,4,2.2222,4.8889,0.2222,-5.1111,5.5556,0.6005,-0.5709
3,62,223,0,0,2.5,5.7222,1.6667,2.4444,6.6667,4.8889,4.6667,10.4444,-5.3333,-6,11.3333,10.4444,0.5931,2.0466
4,6,81,0,0.1111,4.1111,8.7407,5.7222,28.5074,12.4815,7.6667,18.8889,10.8889,-14.4444,19.2222,-4.7778,18.8889,0.6282,-2.3886
5,44,79,0,0,0.4444,0.3443,0.7778,0.4037,107.7407,93.8889,126.5556,102.7778,-41.5556,56.4444,-14.8889,126.5556,0.2581,-2.378
6,77,185,0,0,2.9444,7.663,6.2222,32.1185,32.5556,29.2222,39.6667,28.7778,-10,21.3333,-11.3333,39.6667,0.2704,-2.0853
7,157,85,0,0,1.2222,1.2413,0.2222,0.1721,18.9259,14.5556,26.8889,15.3333,-13.1111,23.8889,-10.7778,26.8889,0.459,-2.1609
1,176,100,0,0,1.9444,0.7741,1.4444,0.6519,55.3704,50.3333,66.8889,48.8889,-15.1111,34.5556,-19.4444,66.8889,0.2686,-2.0062
2,23,55,0,0,2.2222,3.6741,1.7778,0.7852,23.4444,21.6667,31.1111,17.5556,-5.3333,23,-17.6667,31.1111,0.4351,-1.7712
3,242,183,0,0,1.5,0.9369,2.1667,1.7981,15.3704,12.6667,12.4444,21,-8.1111,-8.7778,16.8889,21,0.4202,2.0759
4,74,129,0,0,0.2222,0.0296,0.1111,0.0296,0.5185,0,1.5556,0,-1.5556,3.1111,-1.5556,1.5556,1,-2.0944
5,7,18,0,0,1.2778,0.7296,0.9444,0.3741,138.6296,133.3333,147.5556,135,-15.8889,26.7778,-10.8889,147.5556,0.0964,-2.2146
6,88,180,0,0,1.5,0.9369,3.8333,2.8887,50.4074,45.2222,62.3333,43.6667,-15.5556,35.7778,-20.2222,62.3333,0.3009,-2.0087
7,96,94,0,0,0.7222,0.2852,0.4444,0.4296,20.2222,16,28.7778,15.8889,-12.6667,25.6667,-13,28.7778,0.4515,-2.0849
1,118,126,0,0,0.6667,0.4,1.8333,2.1222,20.5556,16.1111,28.6667,16.8889,-13.3333,24.3333,-11,28.6667,0.4371,-2.1588
2,196,129,0,0,0.8333,0.4333,0.6667,0.1778,6.3333,7.8889,7.3333,3.7778,4.6667,3,-7.6667,8.2222,0.5401,-0.9328
3,200,215,0,0,1.5556,0.9584,4.7222,2.6451,23.037,17.1111,22.5556,29.4444,-17.7778,-1.4444,19.2222,29.4444,0.4208,2.561
4,41,75,0,0.1111,15.3889,19.1363,26.6111,31.7136,55,47.4444,65.4444,52.1111,-22.6667,31.3333,-8.6667,65.4444,0.2978,-2.3568
5,188,42,0,0,0.7778,0.5443,1.6667,1.2649,108.9259,95.6667,126.2222,104.8889,-39.7778,51.8889,-12.1111,126.2222,0.2419,-2.4104
6,214,161,0,0,3.7222,0.7296,11.5,18.9222,40.4444,35.3333,49.6667,36.3333,-15.3333,27.6667,-12.3333,49.6667,0.2981,-2.1989
7,152,155,0,0,0.5,0.6111,10.7778,131.8074,7.2963,5.3333,11,5.5556,-5.8889,11.1111,-5.2222,11,0.5,-2.1156
1,42,57,0,0,1.3889,0.9756,1,0.3651,65.7037,59.4444,79.4444,58.2222,-18.7778,41.2222,-22.4444,79.4444,0.2668,-2.0307
2,80,116,0,0,1.5,1.6333,1.5556,0.8741,21.7037,21.2222,27.5556,16.3333,-1.4444,17.5556,-16.1111,27.5556,0.4074,-1.6322
3,57,177,0,0,0.9444,0.5519,1.4444,1.7185,19.5926,15.7778,18.4444,24.5556,-11.4444,-3.4444,14.8889,24.5556,0.359,2.4133
4,36,145,0,0,0.2778,0.1963,1.2778,2.063,0.8519,0.3333,1.4444,0.7778,-1.5556,1.7778,-0.2222,1.4444,0.2519,-2.531
5,152,18,0,0,0.7778,0.4554,0.5556,0.2722,112.1111,97.2222,130.4444,108.6667,-44.6667,55,-10.3333,130.4444,0.2547,-2.455
6,198,183,0,0,1.0556,1.1816,3.3889,1.5975,54.037,48.8889,66.5556,46.6667,-15.4444,37.5556,-22.1111,66.5556,0.2986,-1.975
7,208,34,0,0,1.7222,1.731,0.4444,0.5018,14.4444,10.7778,21,11.5556,-11,19.6667,-8.6667,21,0.48,-2.1624
1,217,148,0,0,2.0556,2.5519,1.0556,0.5074,29.0741,21.4444,41.5556,24.2222,-22.8889,37.4444,-14.5556,41.5556,0.4838,-2.238
2,2,44,0,0,2.1667,2.3889,2.3889,1.5296,18.7407,17.3333,25.2222,13.6667,-4.2222,19.4444,-15.2222,25.2222,0.4577,-1.7537
3,63,220,0,0,3.0556,15.263,3.6667,6.0889,8.1852,6.5556,6.4444,11.5556,-4.8889,-5.2222,10.1111,11.5556,0.4867,2.0931
4,94,144,0,0,0.4444,0.1185,0.5,0.1667,1.1481,0,3.4444,0,-3.4444,6.8889,-3.4444,3.4444,1,-2.0944
5,120,74,0,0,0.3333,0.0889,0.5,0.0778,101.8518,89.1111,123.2222,93.2222,-38.2222,64.1111,-25.8889,123.2222,0.2768,-2.2206
6,189,187,0,0,1.2222,1.0037,3.0556,2.389,48.5185,44.1111,59.8889,41.5556,-13.2222,34.1111,-20.8889,59.8889,0.3058,-1.9475
7,222,62,0,0,0.2778,0.2509,0.6667,0.5578,6.4074,4.1111,11.4444,3.6667,-6.8889,15.1111,-8.2222,11.4444,0.6808,-2.0342
1,14,146,0.1111,0,0.8889,0.4741,1.1111,0.7407,10.5926,8,15.6667,8.1111,-7.7778,15.2222,-7.4444,15.6667,0.4879,-2.1089
2,120,136,0,0,0.6111,0.4185,1,0.4444,6.2593,7.7778,7.2222,3.7778,4.5556,2.8889,-7.4444,8,0.5295,-0.9246
3,117,224,0,0,3.0556,2.5597,3.0556,3.0215,20.2593,15.4444,17.7778,27.5556,-14.4444,-7.4444,21.8889,27.5556,0.4415,2.3042
4,18,90,0,0,1.0556,0.3741,0.6667,0.2222,2.8148,0.5556,6.8889,1,-6.7778,12.2222,-5.4444,6.8889,0.9261,-2.1643
5,143,24,0,0,1.2778,0.9074,0.8889,1.1407,127.6296,117.6667,141.6667,123.5556,-29.8889,42.1111,-12.2222,141.6667,0.1694,-2.3493
6,124,191,0,0,3.5,2.7386,3.2778,2.8001,59.7407,52.8889,74.7778,51.5556,-20.5556,45.1111,-24.5556,74.7778,0.3136,-2.0355
7,123,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,87,0,0,1.8889,1.259,1.1667,0.6236,64.037,55.7778,80.3333,56,-24.7778,48.8889,-24.1111,80.3333,0.3097,-2.1051
2,146,124,0,0,0.5,0.1667,0.3889,0.1074,6.037,7.4444,7.3333,3.3333,4.2222,3.8889,-8.1111,7.6667,0.5635,-1.0247
3,233,211,0.1111,0,2.6667,6.0889,1.6667,1.7333,15.4444,12.4444,15.2222,18.6667,-9,-0.6667,9.6667,18.6667,0.3354,2.555
4,68,103,0,0,0.6667,0.5778,1.1111,0.963,2.1481,0.1111,5.6667,0.6667,-6.1111,10.5556,-4.4444,5.6667,0.9877,-2.1855
5,181,27,0,0,0.7222,0.463,0.5,0.2556,138.0741,132.5556,146.5556,135.1111,-16.5556,25.4444,-8.8889,146.5556,0.0963,-2.2645
6,182,186,0.1111,0,3.6667,2.044,1.7778,1.2413,48.4444,43.7778,59.8889,41.6667,-14,34.3333,-20.3333,59.8889,0.3045,-1.9731
7,20,134,0,0,0.6667,0.0889,0.6111,0.2407,2.963,1.1111,6.4444,1.3333,-5.5556,10.4444,-4.8889,6.4444,0.8292,-2.1331
1,130,32,0,0,1.1111,1.047,0.8333,0.8367,59.4815,54.2222,70.8889,53.3333,-15.7778,34.2222,-18.4444,70.8889,0.249,-2.0424
2,23,85,0,0,1.4444,1.0519,1.7778,0.963,17.963,18.8889,21.8889,13.1111,2.7778,11.7778,-14.5556,21.8889,0.3998,-1.3869
3,232,175,0,0,1.1667,0.6236,2.8333,2.1679,15.3704,12.4444,13.5556,20.1111,-8.7778,-5.4444,14.2222,20.1111,0.3874,2.2422
4,45,108,0,0.1111,25.5,12.7954,27.2778,15.931,49.8148,41.7778,61.1111,46.5556,-24.1111,33.8889,-9.7778,61.1111,0.359,-2.3605
5,107,21,0,0,0.6667,0.5164,1.1667,0.4082,126.7778,115.7778,141.8889,122.6667,-33,45.3333,-12.3333,141.8889,0.184,-2.3704
6,151,163,0,0,2.0556,2.2852,18.1667,41.9889,40,34.5556,48,37.4444,-16.3333,24,-7.6667,48.1111,0.2638,-2.5175
7,223,62,0,0,0.3333,0.2981,0.4444,0.5018,6.4444,4.1111,11.4444,3.7778,-7,15,-8,11.4444,0.6704,-2.0487
1,162,159,0,0,2.1667,0.9603,2.2222,1.4555,26.1111,25.2222,29.5556,23.5556,-2.6667,10.3333,-7.6667,29.5556,0.2028,-1.8026
2,138,116,0,0,0.6111,0.1519,0.4444,0.2074,6.4815,7.5556,8.2222,3.6667,3.2222,5.2222,-8.4444,8.3333,0.5592,-1.1911
3,29,195,0,0,0.4444,0.4037,0.6111,0.6804,16.037,14.4444,13.3333,20.3333,-4.7778,-8.1111,12.8889,20.3333,0.3423,1.943
4,59,99,0,0,0.7778,0.8296,1,0.3556,2.037,0.1111,5.5556,0.4444,-5.7778,10.5556,-4.7778,5.5556,0.9861,-2.1497
5,226,83,0,0,0.8889,0.5185,1.0556,0.5074,90.6296,74.5556,116.8889,80.4444,-48.2222,78.7778,-30.5556,116.8889,0.3621,-2.2391
6,112,197,0,0,4.2222,2.9938,4.9444,3.1228,50.3333,44.6667,62.2222,44.1111,-17,35.6667,-18.6667,62.2222,0.2963,-2.0712
7,184,145,0,0,0.7222,0.6116,0.2222,0.2722,0.5556,0.3333,1.2222,0.1111,-0.6667,2,-1.3333,1.2222,0.5278,-1.9209
1,150,158,0,0,2.1667,1.6333,1.3889,0.4185,8.4444,7,12.2222,6.1111,-4.3333,11.3333,-7,12.2222,0.5031,-1.9434
2,229,124,0,0,0.8889,0.0741,0.8889,0.3407,5.8889,7.1111,7.1111,3.4444,3.6667,3.6667,-7.3333,7.5556,0.5459,-1.0377
3,63,201,0,0,1.4444,0.9185,0.9444,0.5519,7.7778,6.2222,5.5556,11.5556,-4.6667,-6.6667,11.3333,11.5556,0.5432,1.983
4,67,136,0,0,6.7222,3.7083,2.6667,3.1972,15.5185,9,25.3333,12.2222,-19.5556,29.4444,-9.8889,25.3333,0.6608,-2.3075
5,93,29,0,0,1.2222,1.2296,1.3889,1.5741,128.4815,119,142.7778,123.6667,-28.4444,42.8889,-14.4444,142.7778,0.1665,-2.2978
6,137,182,0,0,1.8333,3.8556,3.6111,9.2185,34.9259,31.4444,42.8889,30.4444,-10.4444,23.8889,-13.4444,42.8889,0.2858,-2.0011
7,225,58,0,0,0.3333,0.4216,0.4444,0.3443,8.3333,5.5556,14.1111,5.3333,-8.3333,17.3333,-9,14.1111,0.6222,-2.0686
1,163,68,0,0,1.8333,2.2111,1.5556,0.963,56.7778,52,68.2222,50.1111,-14.3333,34.3333,-20,68.2222,0.2651,-1.9843
2,22,116,0,0,0.3889,0.1074,0.3333,0.1333,5.6296,6.7778,7,3.1111,3.4444,4.1111,-7.5556,7.3333,0.5754,-1.0996
3,93,236,0.1111,0,1.7778,2.6963,2,0.9333,12.5185,9.5556,10.7778,17.2222,-8.8889,-5.2222,14.1111,17.2222,0.4472,2.2672
4,226,110,0,0,0.3333,0.0889,0.5,0.2111,1.6667,0.1111,4.4444,0.4444,-4.6667,8.3333,-3.6667,4.4444,0.9778,-2.156
5,60,52,0,0,0.7222,0.5963,0.7778,0.7407,111.6296,101,129.2222,104.6667,-31.8889,52.7778,-20.8889,129.2222,0.2184,-2.2297
6,4,201,0,0.2222,2.7222,1.6788,5.2222,3.1246,53.7037,47.1111,67.2222,46.7778,-19.7778,40.5556,-20.7778,67.2222,0.3089,-2.0752
7,58,113,0,0,3.4444,1.2232,0.7222,0.3897,20.8519,16.8889,28.4444,17.2222,-11.8889,22.7778,-10.8889,28.4444,0.4148,-2.1257
1,187,80,0,0,1.3333,0.7111,1.3333,0.7111,40.5185,37.7778,47.6667,36.1111,-8.2222,21.4444,-13.2222,47.6667,0.2447,-1.9427
2,121,60,0,0,2.2778,2.3296,2.8889,2.8741,26.7407,24.6667,35.2222,20.3333,-6.2222,25.4444,-19.2222,35.2222,0.4223,-1.7761
3,72,191,0.1111,0,1.2778,0.5074,3.1111,4.6074,15.1852,12.1111,14.8889,18.5556,-9.2222,-0.8889,10.1111,18.5556,0.3504,2.5453
4,231,124,0,0,3.4444,14.963,1.8333,6.4333,3,1.4444,5.8889,1.6667,-4.6667,8.6667,-4,5.8889,0.8954,-2.1189
5,179,101,0,0,0.4444,0.3852,0.6111,0.3296,134.9259,126.4444,147.2222,131.1111,-25.4444,36.8889,-11.4444,147.2222,0.1411,-2.3287
6,235,196,0,0,1.6667,1.3333,2.2222,1.1483,47.2593,41.7778,58.5556,41.4444,-16.4444,33.8889,-17.4444,58.5556,0.2942,-2.0746
7,160,41,0,0,0.8333,0.8097,0.2222,0.1721,0.7037,0.5556,1.2222,0.3333,-0.4444,1.5556,-1.1111,1.2222,0.537,-1.8451
1,140,73,0,0,1.7222,0.8278,0.7778,1.0037,46.2963,45.6667,51.1111,42.1111,-1.8889,14.4444,-12.5556,51.1111,0.1762,-1.6816
2,33,149,0,0,0.5556,0.2519,0.7222,0.1519,5.4444,4.1111,8.6667,3.5556,-4,9.6667,-5.6667,8.6667,0.5783,-1.9857
3,52,170,0,0,0.5556,0.4554,0.9444,0.3897,25.4444,20.1111,25.3333,30.8889,-16,-0.3333,16.3333,30.8889,0.3491,2.604
4,103,125,0,0,0.9444,0.8278,0.8333,0.6912,1.7778,0.4444,3.8889,1,-4,6.3333,-2.3333,3.8889,0.9238,-2.2376
5,112,30,0,0,0.5556,0.2722,1.2222,0.7201,113.2593,100.7778,130.1111,108.8889,-37.4444,50.5556,-13.1111,130.1111,0.2254,-2.3853
6,167,189,0,0,3.7778,2.2377,3.7778,1.5444,58.4074,51.3333,72.4444,51.4444,-21.2222,42.1111,-20.8889,72.4444,0.2955,-2.1013
7,160,110,0,0,0.8333,0.6912,0.4444,0.2722,31.6296,27.2222,39.3333,28.3333,-13.2222,23.1111,-9.8889,39.3333,0.3074,-2.1872
1,236,117,0,0,0.7778,0.4037,1.2778,0.7429,45.8889,39.5556,58.4444,39.6667,-19,37.6667,-18.6667,58.4444,0.3305,-2.0995
2,80,95,0,0,1.2222,1.0074,0.9444,0.5519,21.4074,21.3333,26.6667,16.2222,-0.2222,15.7778,-15.5556,26.6667,0.3904,-1.5673
3,233,184,0,0,0.5,0.0778,0.7778,0.7852,11.8519,9.7778,9.8889,15.8889,-6.2222,-5.8889,12.1111,15.8889,0.4056,2.1286
4,1,81,0,0,12.1667,267.4555,9.2222,205.363,21.3333,14,30.5556,19.4444,-22,27.6667,-5.6667,30.5556,0.5953,-2.4384
5,103,64,0,0,0.6667,0.6992,1.3333,0.9189,108.7778,96.3333,126.2222,103.7778,-37.3333,52.3333,-15,126.2222,0.2368,-2.3554
6,250,176,0,0.1111,1.6111,1.0628,3.4444,1.6953,53.6667,47.1111,67.6667,46.2222,-19.6667,42,-22.3333,67.6667,0.3181,-2.0523
7,186,12,0,0,0.4444,0.2722,2.3333,1.9664,6.2593,3.8889,11.3333,3.5556,-7.1111,15.2222,-8.1111,11.3333,0.6873,-2.058
1,112,90,0,0,7.3889,6.9456,1.2778,0.8798,65.1852,57.6667,79.7778,58.1111,-22.5556,43.7778,-21.2222,79.7778,0.2783,-2.1088
2,96,84,0,0,1.5,1.2778,1.6111,2.2852,23.8519,23.5556,30,18,-0.8889,18.4444,-17.5556,30,0.3988,-1.5989
3,237,191,0,0,1,0.3111,1.5,1.0111,7.3333,5.3333,5.4444,11.2222,-6,-5.6667,11.6667,11.2222,0.5358,2.1224
4,230,124,0,0,0.2778,0.1074,0.2778,0.1519,0.6667,0,2,0,-2,4,-2,2,1,-2.0944
5,174,50,0,0,1,0.7601,0.9444,0.9526,107.4444,94.6667,125.7778,101.8889,-38.3333,55,-16.6667,125.7778,0.2473,-2.3373
6,244,194,0,0,1.7222,1.1434,2.2778,2.0376,49.7407,44.4444,61.6667,43.1111,-15.8889,35.7778,-19.8889,61.6667,0.3009,-2.0218
7,142,111,0,0,1.1111,0.4554,0.5556,0.3443,28.7407,24.5556,35.8889,25.7778,-12.5556,21.4444,-8.8889,35.8889,0.3155,-2.2027
1,197,121,0,0,21.6667,17.3628,0.9444,0.9047,41.037,37.4444,49.4444,36.2222,-10.7778,25.2222,-14.4444,49.4444,0.2806,-1.9955
2,145,102,0,0,0.8889,0.6074,2.6111,1.4852,23.0741,22.1111,29.7778,17.3333,-2.8889,20.1111,-17.2222,29.7778,0.4178,-1.6854
